asin,title,original_price,discounted_price,rating,weight,brand,categories
B07H39S9JQ,"DEWALT 20V MAX Tire Inflator, Compact and Portable, Automatic Shut Off, LED Light, Bare Tool Only (DCC020IB)",149.00,117.95,4.70,2.9000000000,DEWALT,Automotive>Tools&Equipment
B07H3PGBYB,RV Backup Camera Wireless Plug and Play: Pre-Wired for Furrion System Recording Wide View Rear View Camera Clear Night Vision HD 1080P 7'' Touch Key Monitor for Trailer Camper Motorhome Yakry Y27-N,179.99,139.99,4.60,2.9000000000,Yakry,Automotive>CarElectronics&Accessories
B07H47J597,"Armor All Protectant Wipes and Glass Wipes by Armor All, Car Cleaning Wipes and Car Glass Wipes, 30 Count Each, 2 Pack",11.32,7.99,4.40,1.1000000000,‎Armor All,Automotive>CarCare
B07H5PL6M2,Comfy Package [300 Pack] Heavyweight Disposable Clear Plastic Forks - Engraved Design,19.99,17.91,4.80,2.0100000000,Comfy Package,Health&Household>HouseholdSupplies
B07H79KX8W,"SMARTAKE 200 Pcs Parchment Paper Baking Sheets, 12x16 Inches Non-Stick Precut Baking Parchment, Perfect for Baking Grilling Air Fryer Steaming Bread Cup Cake Cookie and More (Unbleached)",20.99,16.99,4.80,2.0900000000,SMARTAKE,Home&Kitchen>Kitchen&Dining
B07H7FLJX1,"LitEnergy A4 LED Copy Board Light Tracing Box, Ultra-Thin Adjustable USB Power Artcraft LED Trace Light Pad for Tattoo Transferring, Drawing, Streaming, Sketching, Animation, Stenciling",25.98,19.98,4.50,1.3700000000,LitEnergy,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B07H7X7J75,"NANAMI Earbuds, Update Bluetooth Wireless Headphones, IPX7 Waterproof, in-Ear Earphones with Mic, Magnetic Neckband, HiFi Stereo Deep Bass Noise Cancellation Headsets,18 Hours Playtime for Gym,Sports",27.99,25.99,4.10,0.0551250000,NANAMI,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B07H7X814B,"Wildhorn Alta Wireless Bluetooth, Drop-in Headphones - HD Speakers Compatible Any Audio Ready Ski/Snowboard Helmet Headphones. Glove Friendly Controls, Microphone for Hands-Free Calls",119.99,109.99,4.30,0.1806250000,Wildhorn Outfitters,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B07H8D6VQF,New bee [2 Pack] Bluetooth Earpiece Wireless Handsfree Headset V5.0 24 Hrs Driving Headset with Mic 60 Days Standby Time Headset Case for iPhone Android Samsung Laptop Truck Driver,29.99,25.49,4.20,0.0264375000,New bee,Automotive>CarElectronics&Accessories
B07H8LYSNP,"Norberg & Linden Watercolor Paint Set - 36 Premium Paints - 12 Page Pad - 6 Brushes - Painting Supplies with Palette, Watercolors, Art Pad Paper and Artist Brushes",32.99,16.99,4.70,0.9000000000,Norberg & Linden,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B07H8QG78V,"Reli. 40-45 Gallon Trash Bags Heavy Duty | 250 Bags | Large Black Garbage Bags | 39, 40, 42, 45 Gallon | Made in USA",81.12,54.15,3.90,17.0000000000,Reli.,Health&Household>HouseholdSupplies
B07H9VYGMR,"Ocim 100 Pairs Under Eye Pads, Eyelash Extension 100% Natural Hydrogel Patch Lash Gel Pad for Extensions supplies, Beauty Makeup Mask Kit",14.99,9.99,4.40,0.6593750000,Ocim,Beauty&PersonalCare>SkinCare
B07HBQY2Q7,"WORKPRO 9Pcs Precision Pick & Hook Set with Scraper, Automotive & Electronic Hand Tools, W000846A",16.99,14.99,4.70,1.6500000000,WORKPRO,Automotive>Tools&Equipment
B07HD61PYN,"ZNÖCUETÖD Cold Face Eye Mask Ice Pack Reduce Face Puff, Dark Circles, Gel Beads Hot Heat Cold Compress Pack, Face SPA for Woman Sleeping, Pressure, Headaches, Skin Care, Post Laser Care[Blue]",18.99,10.99,4.40,0.4631250000,ZNÖCUETÖD,Beauty&PersonalCare>SkinCare
B07HF341CN,Manelord Auto Body Dent Repair Tool - Dent Repair kit with Slide Hammer T bar Dent Puller for Car Body Hail Dent Removal Dent Remover Automobile Body Repair,49.99,34.99,3.70,2.5000000000,‎Manelord,Automotive>Tools&Equipment
B07HJ379FW,"ThEast 30 Pieces Rainbow Colored Pencils, 4 Color in 1 Rainbow Pencil for Kids, Assorted Colors for Drawing Coloring, Valentines Day Gifts for Kids Favors, Party Supplies, Pre-sharpened",15.99,11.99,4.70,0.3312500000,ThEast,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B07HJ4DDWR,Mengyatege 12 Pcs Alloy Stylish Snake Bracelet Loose Beads Charms Jewelry Findings,8.80,7.78,4.70,0.0593750000,Generic,"Arts,Crafts&Sewing>Beading&JewelryMaking"
B07HL1QJSZ,"Riwbox Kids Wireless Headphones, CT-7S Cat Ear Bluetooth, 85dB Volume Limiting, LED Light Up Over Ear with Microphone for Laptop/PC/TV (Purple&Green)",39.99,32.89,4.50,0.8187500000,Riwbox,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B07HQF79BQ,"Febrytold 3 Pcs Tire Valve Core Remover Tools with 25 Pcs Brass Valve Stem Cores, 4-Way Valve Stem Core Tool, Dual & Single Head Tire Valve Core Remover Installer Tools",8.59,6.99,4.60,0.1493750000,FEBRYTOLD,Automotive>Tools&Equipment
B07HRCDDL1,"MR.SIGA Microfiber Cleaning Cloth,Pack of 12,Size:12.6"" x 12.6""",15.99,12.98,4.70,0.0800000000,MR.SIGA,Health&Household>HouseholdSupplies
B07HVRNXZQ,"3D Sleep Mask for Side Sleeper, 100% Light Blocking Sleeping Eye Mask for Women Men, Contoured Cup Night Blindfold, Luxury Eye Cover Eye Shade with Adjustable Strap for Travel, Nap, Meditation, Black",19.99,13.99,4.60,0.1100000000,ZGGCD,Health&Household>HealthCare
B07HY9DC4N,"Summer's Eve Blissful Escape Daily Refreshing Feminine Wipes, Removes Odor, pH balanced, 16 count",9.99,1.96,4.70,0.0006250000,Summer's Eve,Health&Household>HealthCare
B07J2N3MZ7,Pinkfong Baby Shark Musical Wood Sound Puzzle- Plays Song Baby Shark Toys Toddler Toys Kids Toys Baby Shark Birthday Decorations for Ages 2+,14.99,12.29,4.50,1.1800000000,Spin Master Games,Toys&Games>Baby&ToddlerToys
B07J2RFYH8,Parklon Silky Folding Play Mat (Le Mans),89.99,80.94,4.20,2.9900000000,Parklon,BabyProducts>Activity&Entertainment
B07J2Y4DNG,Gym Buddy Magnetic Phone Mount - Easy to Use Magnetic Phone Holder - Magnetic Mount with Magnetic Phone Grip - Gym Magnetic Phone Holder with Double Sided Magnet for All Types of Phone (Black),24.99,18.95,3.90,0.2006250000,Gym Buddy,Automotive>CarElectronics&Accessories
B07J2Z5DBM,TOZO T10 Bluetooth 5.3 Wireless Earbuds with Wireless Charging Case IPX8 Waterproof Stereo Headphones in Ear Built in Mic Headset Premium Sound with Deep Bass for Sport Black,39.99,18.99,4.30,0.0044375000,TOZO,Electronics>Accessories&Supplies
B07J34HP5Q,"YOREPEK Car Seat Travel Bag for Airplane, Padded Car Seats Backpack, Large Carseat Carrier Bag, Airport Gate Check Bag, Infant Seat Travel Bag with Shoulder Strap, Travel Car Seat Cover, Black",39.99,33.99,4.60,2.0100000000,Generic,BabyProducts>CarSeats&Accessories
B07J6FWK57,"Hussell Car Charger Adapter - 3.0 Portable USB w/Fast Charge Technology & Dual Ports - Compatible w/Apple iPhone, Android, Tablet or Other USB Device - White Elephant, Stocking Stuffers",8.75,7.88,4.60,0.0706250000,HUSSELL,Automotive>CarElectronics&Accessories
B07JBQBVL6,"Car Seat Protector for Baby Child Car Seats, Shynerk Auto Seat Cover Mat for Under Carseat to Protect Automotive Vehicle Leather and Cloth Upholstery - Waterproof and Dirt Resistant",29.99,23.99,4.70,1.8600000000,Shynerk Care,BabyProducts>CarSeats&Accessories
B07JFPX1GJ,"AVAZI Bluetooth 5.1 Wireless Earbuds, Sport IPX7 Waterproof Earphones, Richer Bass HiFi Stereo in-Ear Earphones, Gaming Mode, 12 hrs, Running Bluetooth Headphones W/CVC6.0 Noise Cancelling Mic",38.83,34.95,3.80,0.0500000000,AVAZI,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B07JJB75G6,"UnbuckleMe Car Seat Buckle Release Tool - Easy Opener Aid for Arthritis, Long Nails, Older Kids - Button Pusher for Infant, Toddler, Convertible 5 pt Harness car Seats - As Seen on Shark Tank (Pink)",17.99,14.99,4.60,0.0400000000,Generic,BabyProducts>CarSeats&Accessories
B07JLBCH8L,"Amazon Basics 6-Pack LR44 Alkaline Button Coin Cell Battery, 1.5 Volt, Long Lasting Power, Mercury-Free",6.56,5.66,4.70,0.0043750000,Amazon Basics,Health&Household>HouseholdSupplies
B07JRGRRBX,"HIWARE 10 Pairs Fiberglass Chopsticks - Reusable Chopsticks Dishwasher Safe, 9 1/2 Inches - Black",9.00,6.99,4.80,0.5250000000,HIWARE,Home&Kitchen>Kitchen&Dining
B07JWGN9L7,"JLab Fit Sport 3 Wireless Fitness Gym Earbuds, Bluetooth 4.2, 6 Hour Battery Life, Flexible Memory Wire |IP55 Dust/Sweat Proof Rating, Noise Isolation, Universal Track Controls, Blue",29.99,18.99,4.00,0.0881250000,JLab,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B07JYVPLLJ,"Eversame 2 in 1 Type C USB Tester Color Screen LCD Digital Multimeter, USB C Voltage Current Voltmeter Amp Volt Ammeter Detector USB Cable Charger Indicator DC3.6-30V/0-5.1A",22.99,16.99,4.40,0.0900000000,eversame,Automotive>Tools&Equipment
B07JZQ1MXT,"Amazon Basics Electric Glass and Steel Hot Tea Water Kettle, 1.7-Liter, Black and Sliver",33.04,28.19,4.70,2.5000000000,Amazon Basics,Home&Kitchen>Kitchen&Dining
B07K17PZP8,"GPS Suction Cup Mount for Garmin [Quick Extension Arm], Replacement GPS Dash Ball Mount Dashboard Windshield Car Holder for Garmin Nuvi Dezl Drive Drivesmart Zumo Driveassist DriveLuxe StreetPilot RV",14.99,9.99,4.40,0.3000000000,1Zero,Automotive>CarElectronics&Accessories
B07K1B4GSJ,"Best Printers Printhead Cleaning Kit - HP, Epson,Canon, Brother & Lexmark - Large High Efficiency 20ml Premium Syringe - 100ml Certified",27.78,25.00,4.00,0.3500000000,Best Printers,Electronics>Accessories&Supplies
B07K1QPQSZ,"[2 Pack] Magnetic Phone Holder for Car, APPS2Car [Super Strong Magnet] Phone Mount for Car, Dashboard Magnetic Car Phone Holder Mount with Strong VHB Adhesive Mounting, Compatible with iPhone, Samsung",21.99,15.99,4.30,0.3312500000,APPS2Car,Automotive>CarElectronics&Accessories
B07K25F64S,ALLWEI 300W Car AC Power Inverter DC 12V to 110V for Vehicles Converter USB-C PD65W/18W USB Fast Charging Ports Car Charger Adapter (Red),39.98,28.98,4.40,0.9875000000,ALLWEI,Automotive>Tools&Equipment
B07K42TQKQ,NUOGIC Dent Fix Equipment Pulling Wire 50Pcs 1 Pound Spot Panel Beating Puller Claw Body Repair Work Consumables,29.99,16.95,4.40,1.3000000000,‎NUOGIC,Automotive>Tools&Equipment
B07K5QVJV3,"BZE Selfie Stick, 40 inch Extendable Selfie Stick Tripod,Phone Tripod with Wireless Remote Shutter,Group Selfies/Live Streaming/Video Recording Compatible with All Cellphones",22.21,19.99,4.30,0.4375000000,BZE,Electronics>Accessories&Supplies
B07K8QRH53,"alavisxf xx CD Holder, 72 Capacity CD/DVD Case Holder Portable Wallet Storage Organizer Hard Plastic Protective Storage Holder for Car Travel(72 Capacity, Black 72)",13.99,9.99,4.60,0.6525675200,‎alavisxf xx,Automotive>CarElectronics&Accessories
B07KC5DWCC,"MZOO Sleep Eye Mask for Men Women, 3D Contoured Cup Sleeping Mask & Blindfold, Concave Molded Night Sleep Mask, Block Out Light, Soft Comfort Eye Shade Cover for Travel Yoga Nap, Black",28.99,21.99,4.60,0.3306250000,MZOO,Health&Household>HealthCare
B07KDX5Y85,"Baby Books Toys,Touch Feel Soft Crinkle Books for Babies,Toddlers Early Learning Infant Toys Tummy Time Sensory Baby Toys Books 6 to 12 Months Baby Gift Christmas Teether Ocean Fish Toy for Boys Girls",24.95,17.95,4.80,0.3312500000,bebe mondo,Toys&Games>Baby&ToddlerToys
B07KGJQ5HV,"JOYIN Baby Toys Duck, Infant Musical Toys 6+ Months, Tummy Time Toys with Music & Lights, Light Up Learning Toys, Dancing Crawling Baby Toy, Baby Easter Basket Stuffers Gifts",29.99,19.99,4.70,0.7500000000,Generic,Toys&Games>Baby&ToddlerToys
B07KGQPVXT,"Tenn Well 1mm Elastic String for Bracelets, 328 Feet Rainbow Stretchy Bracelet String Elastic Beading Cord for Bracelets, Necklaces, Jewelry Making, Pony Beads and Crafts",12.99,7.98,4.70,0.2200000000,Tenn Well,"Arts,Crafts&Sewing>Beading&JewelryMaking"
B07KK4T61L,"Delta Children Lil Play Station 4-in-1 Activity Walker - Rocker, Activity Center, Bouncer, Walker - Adjustable Seat Height - Fun Toys for Baby, Blue",99.99,89.99,4.50,14.5000000000,Delta Children,BabyProducts>Activity&Entertainment
B07KLY84NB,"Light Box Drawing Pad, Tracing Board with Type-C Charge Cable and Brightness Adjustable for Artists, AnimationDrawing, Sketching, Animation, X-ray Viewing (A4)",39.99,29.98,4.50,1.3448182000,XIAOSTAR,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B07KM3CMZM,"YoulerTex Microfiber Hair Towel Wrap for Women, 2 Pack 10 inch X 26 inch Super Absorbent Quick Dry Hair Turban for Drying Curly Long Thick Hair (Gray)",17.99,9.95,4.60,0.4400000000,YoulerTex,Home&Kitchen>Bath
B07KNTT2HN,"WHYSKO Meal Prep Stainless Steel Mixing Bowls Set, Home, Refrigerator, and Kitchen Food Storage Organizers | Ecofriendly, Reusable, Heavy Duty",28.97,15.95,4.60,2.2100000000,WHYSKO,Home&Kitchen>Kitchen&Dining
B07KNZC63H,"SUMK Model 3/Y Tempered Glass Screen Protector Model 3 Model Y 15"" Center Control Touchscreen Navigation Touch Screen Protector 9H Anti-Scratch Shock Resistant Model 3/Y 2023 2022 2021",22.99,18.39,4.50,0.8750000000,SUMK,Automotive>CarElectronics&Accessories
B07KQ4Q2L5,BESTEK 300Watt Pure Sine Wave Power Inverter Car Adapter DC 12V to AC 110V with 4.2A Dual Smart USB Ports,84.74,57.74,4.50,1.4000000000,BESTEK,Automotive>Tools&Equipment
B07KT4LS6Z,"GVM 2 Pack LED Video Lighting Kits with APP Control, Bi-Color Variable 2300K~6800K with Digital Display Brightness of 10~100% for Video Photography, CRI97+ TLCI97 Led Video Light Panel +Barndoor",199.99,173.87,4.60,2.2000000000,GVM GREAT VIDEO MAKER,Electronics>Camera&Photo
B07KWRG4JT,EuTengHao 18Pcs DIY Silicone Resin Casting Molds Tools Set Includes 6 Resin Casting Molds Large Clear Silicone Molds 2 Measurement Cup 10 Wood Sticks for DIY Home Decoration,16.99,13.99,4.50,0.6625000000,EuTengHao,"Arts,Crafts&Sewing>Beading&JewelryMaking"
B07KY8DHF7,"TOZO Tonal Fits(T21) Wireless Earbuds Bluetooth Headphones Semi in Ear with LED Digital Display, Dual Mic Call Noise Cancelling with Wireless Charging Case IPX8 Waterproof for Phone Laptop Black",59.99,35.99,4.90,0.2200000000,TOZO,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B07KY8G9NM,"TOZO HT2 Hybrid Active Noise Cancelling Headphones, Wireless Over Ear Bluetooth Headphones, 60H Playtime, Hi-Res Audio Custom EQ via App Deep Bass Comfort Fit Ear Cups, for Home Office Travel",79.99,49.99,4.70,1.1900000000,TOZO,Electronics>Accessories&Supplies
B07KYWVCP6,"Med PRIDE Medical Vinyl Examination Gloves (Large, 100-Count) Latex Free Rubber | Disposable, Ultra-Strong, Clear | Fluid, Blood, Exam, Healthcare, Food Handling Use | No Powder",8.99,8.09,4.50,1.2300000000,MED PRIDE,Home&Kitchen>Kitchen&Dining
B07KZLJ7PB,"Frigidaire EFMIS129-RED Mini Portable Compact Personal Fridge Cooler, 1 Gallons, 6 Cans",49.99,27.88,4.30,3.0000000000,Frigidaire,Home&Kitchen>Kitchen&Dining
B07L3Q7Y4F,"APPS2Car Magnetic Phone Car Mount, Universal Dashboard Windshield Industrial-Strength Suction Cup Car Phone Mount Holder with Adjustable Telescopic Arm,6 Strong Magnets,for All Cell Phones",25.98,17.98,4.50,0.4625000000,APPS2Car,Automotive>CarElectronics&Accessories
B07L4JFR3Q,"Barks Classroom Headphones (10 Pack): On-Ear Premium Student Bulk Headphones: Perfect for Kids, Grades K-12, Schools & for Class Sets (Great Value, Durable, Noise Reducing, Comfortable, Easy-to-Clean)",89.97,77.97,4.40,3.6000000000,Barks,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B07L4K5TCP,"VIKING Automotive Bucket Insert Grit Trap for Car Wash and Detail Kits, Helps Remove Dirt and Debris from Microfiber, Mitts, Cloths, and Sponges, Blue",10.99,9.79,4.70,0.3750000000,‎VIKING,Automotive>CarCare
B07L5GK44K,"SVAVO Automatic Soap Dispenser Hand Sanitizer Dispenser Wall Mount 600ml/21fl.oz, Touchless Electric Sensor Pump Battery Operated for Offices Home Kitchen Bathroom Hotel Restaurant Commercial",23.39,17.15,4.40,1.0800000000,SVAVO,Home&Kitchen>Bath
B07L6BBW2Q,Rubber Duck Bath Toys 50PCS Mini Ducks Bulk for Kids Baby Shower Decorations Birthday Party Favors Gift Classroom Summer Beach Pool Activity Carnival Game,15.99,9.99,4.60,0.6625000000,Generic,Toys&Games>Baby&ToddlerToys
B07L6W3P1C,"Baby Fanatic Ncaa Legacy Infant PRE-Walker Hightops, Boise State Broncos, for Ages 0 To 6 Months",14.99,5.92,4.70,0.0937500000,Masterpieces,BabyProducts>Activity&Entertainment
B07L8NJY8W,Active Wear Laundry Detergent & Soak - Formulated for Sweat and Workout Clothes - Natural Performance Concentrate Enzyme Booster Deodorizer - Powder Wash for Activewear Gym Apparel (90 Loads),35.99,29.95,4.50,3.0000000000,ACTIVE,Health&Household>HouseholdSupplies
B07L8YPYQK,"Sondiko Butane Torch S400, Refillable Kitchen Lighter, Fit All Butane Tanks Blow Torch with Safety Lock and Adjustable Flame for Desserts, Creme Brulee, and Baking—Butane Gas Is Not Included",17.99,13.99,4.50,0.4800000000,Sondiko,Home&Kitchen>Kitchen&Dining
B07L98GZH9,"Softsoap Milk & Honey Scented, Liquid Hand Soap Refill, 50 Ounce",8.29,5.97,4.70,3.3000000000,Softsoap,Beauty&PersonalCare>SkinCare
B07LBD2FJ9,Amaney 1400 Pieces Letter Beads A-Z and Elastic Line Heart Beads 4x7mm White Round Acrylic Alphabet for Jewelry Making Bracelets Necklaces Key Chains,11.99,6.48,4.70,0.7062500000,Looconi,"Arts,Crafts&Sewing>Beading&JewelryMaking"
B07LCRX2M7,"Dr. Frederick's Original Better Blister Bandages - 12ct - Water Resistant - 25% More Cushioning - Hydrocolloid Bandages for Foot, Toe, & Heel - Blister Pads for Prevention & Recovery - Variety Pack",15.99,13.99,4.40,0.0900000000,Dr. Frederick's Original,Health&Household>HealthCare
B07LGDJ35M,"Comfy Package, Jumbo Plastic Smoothie Straws - 8.5"" High - Assorted Colors [100 Count]",9.58,7.99,4.80,0.3062500000,Comfy Package,Home&Kitchen>Kitchen&Dining
B07M65MT2T,"LEXIVON Impact Socket Set, 6 Total Lug Nut Size | Innovative Flip Socket Design Cover Most Commonly Inch & Metric Used Sizes | Cr-Mo Steel = Fully Impact Grade (LX-111)",29.97,19.97,4.80,1.9600000000,LEXIVON,Automotive>Tools&Equipment
B07M685T46,"Artisto Drawing and Sketching Pencil Art Set (20 Items) - Complete Kit with Graphite Pencils, Charcoal Pencils, Sticks, Blending Stumps, Erasers, and Sharpeners.",14.99,11.99,4.70,0.2500000000,Artisto,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B07M68CHV9,"Australian Botanical Soap, Goat's Milk & Soya Bean Oil Pure Plant Oil Soap, 6.8 oz. 193g Bars - 8 Count - Packaging May Vary",29.95,25.99,4.70,3.5000000000,Australian Botanical Soap,Beauty&PersonalCare>SkinCare
B07M6CDS77,"COO&KOO Charm Bracelet Making Kit, A Unicorn Girls Toy That Inspires Creativity and Imagination, Crafts for Ages 8-12 with Jewelry Making & Art Kit Perfect Gifts, Self-Expression!",18.99,14.39,4.50,0.2204620000,COO&KOO,"Arts,Crafts&Sewing>Beading&JewelryMaking"
B07M8FR47Q,"Staedtler Double Ended Markers, Assorted Bullet Tips, Assorted Colors, 36/Pack",18.00,16.33,4.50,0.8375000000,STAEDTLER,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B07M8W2VYQ,Podofo Car Stereo 2 Din Car Radio 7 Inch MP5 Player with HD Touch Screen Digital Display Bluetooth Multimedia support USB SD Aux-in Double Din Autoradio Mobile Phone Interconnection with Backup Camera,50.99,29.43,3.80,1.6600000000,podofo,Automotive>CarElectronics&Accessories
B07M9233QG,"Fisher-Price Baby Stacking Toy Rock-A-Stack, Roly-Poly Base With 5 Colorful Rings For Ages 6+ Months",7.99,5.88,4.80,0.5187500000,Generic,Toys&Games>Baby&ToddlerToys
B07M93SYXF,"POLYTE Microfiber Cleaning Towel (16x16, 12 Pack Professional, Blue,Camel,Gray)",20.99,18.69,4.70,0.7694123800,POLYTE,Automotive>CarCare
B07M9ZF35W,"LEXIVON Torx Bit Socket Set, Premium S2 Alloy Steel | 13-Piece Star T8 - T60 Set | Enhanced Storage Case (LX-143)",24.97,15.97,4.80,1.4600000000,LEXIVON,Automotive>Tools&Equipment
B07MDF5TX9,"Faraday Bag for Key Fob (2 Pack), TICONN Faraday Cage Protector - Car RFID Signal Blocking, Anti-Theft Pouch, Anti-Hacking Case Blocker (Carbon Fiber Texture)",18.99,9.99,4.30,0.1806250000,Generic,Automotive>CarElectronics&Accessories
B07MDL88FD,"LEXIVON 5/8"" Swivel Magnetic Spark Plug Socket, 3/8"" Drive x 6"" Total Length | Enhanced Magnetic Design with Thin Wall Socket, Cr-v Steel (LX-121)",21.97,13.97,4.70,0.0418750000,Generic,Automotive>Tools&Equipment
B07MDY6PHC,"Buganda Memory Foam Bath Mat Rug, 24"" x 16"", Ultra Soft and Non-Slip Bathroom Rugs, Water Absorbent and Machine Washable Bath Rug for Bathroom, Shower, and Tub, Black",11.68,9.98,4.50,0.1000000000,Buganda,Home&Kitchen>Bath
B07MDZXPSK,NaturoBliss 100% Pure Natural Undiluted Eucalyptus Essential Oil (4oz) Premium Therapeutic Grade Aromatherapy,19.99,9.99,4.60,0.5425000000,NaturoBliss,Health&Household>HealthCare
B07MH3MGGF,"LEXIVON Impact Grade Socket Adapter Set, 3"" Extension Bit With Holder | 3-Piece 1/4"", 3/8"", and 1/2"" Drive, Adapt Your Power Drill To High Torque Impact Wrench (LX-101)",9.97,7.97,4.70,0.2200000000,LEXIVON,Automotive>Tools&Equipment
B07MH4XRK2,"YEEBAY Interactive Pop Up Animals Toy with Music, Animal Sound, Activity Toys for Ages 9-12 - 18 Months &1 Year Old Kids, Babies, Toddlers, Boys & Girls",28.99,24.99,4.70,1.4600000000,Generic,Toys&Games>Baby&ToddlerToys
B07MHB8KHQ,"Nano Bond Ceramic Coating 9H PRO, Car, Plastic, Glass, and Wheel Exterior Care Product kit, Hydrophobic, Long Lasting Professional Care, High Gloss Paint Shine, Automotive Polishing with Sio2, 30ML",45.99,37.90,4.40,0.5250000000,‎Nano Bond,Automotive>CarCare
B07MKSP49L,"VacLife Tire Inflator Portable Air Compressor - Air Pump for Car Tires, 12V DC 100PSI Tire Pump for Bikes with LED Light, Digital Pressure Gauge, Car Accessories, Yellow (VL701)",44.99,27.97,4.50,2.0943890000,VacLife,Automotive>Tools&Equipment
B07MLNR2YM,"ANDTOBO Headphone Adapter - 1/4'' to 3.5mm Stereo Copper, Black 2-Pack",12.99,8.95,4.60,0.0396875000,ANDTOBO,Electronics>Accessories&Supplies
B07MNHDR7L,"Reusable K Cups For Keurig, Reusable K CUP Coffee Filter Refillable Single K CUP for Keurig 2.0 1.0 BPA Free-6 Packs",8.99,7.99,4.30,0.1537500000,MaxRona,Home&Kitchen>Kitchen&Dining
B07MPCCDM7,Baby Einstein 4-in-1 Kickin' Tunes Music and Language Play Gym and Piano Tummy Time Activity Mat,49.99,44.84,4.70,1.2800000000,Generic,BabyProducts>Activity&Entertainment
B07MQ2CT98,"HOTEC Premium Stainless Steel Locking Kitchen Tongs with Silicon Tips, Set of 2-9"" and 12""",9.99,7.99,4.70,0.6375000000,HOTEC,Home&Kitchen>Kitchen&Dining
B07MQ8YRF3,"POWEROWL AA Rechargeable Batteries, 2800mAh High Capacity Batteries 1.2V NiMH Low Self Discharge, Pack of 16",29.99,26.87,4.40,0.9687500000,POWEROWL,Health&Household>HouseholdSupplies
B07MR1PHPZ,"Wireless Camera Remote Shutter for Smartphones (2 Pack), zttopo Wireless Phone Camera Remote Control Compatible with iPhone/Android Cell Phone - Create Amazing Photos and Selfies, Wrist Strap Included",18.99,8.99,4.60,0.0440625000,Zttopo,Electronics>Accessories&Supplies
B07MR1SZFZ,"LEXIVON Impact Socket Adapter and Reducer 4-Piece Set | 1/4"" - 3/8"" - 1/2"" Impact Driver Conversions, Chrome Molybdenum alloy steel (LX-112)",16.97,11.97,4.70,0.1031250000,LEXIVON,Automotive>Tools&Equipment
B07MR628BJ,"lebogner Back Seat Cover For Kids + 3 Pocket Storage Organizer, 2 Pack X-Large Waterproof Kick Mats Backseat Protector, Car Seat Back Protectors For Vehicles To Protect From Dirt, Mud & Scratches",19.99,13.97,4.50,0.6000000000,lebogner,BabyProducts>CarSeats&Accessories
B07MSDXRFK,"Sunvito cat Ear Headphones, On-Ear Kids Headphones Wired LED Lights 3.5mm Jack, 85dB Volume Control Kid Earphones for School, Foldable Headphones for Kids Headphones (Pink)",26.63,23.97,4.30,0.3875000000,sunvito,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B07MVN676J,"OVENTE Electric Sandwich Maker with Non-Stick Plates, Indicator Lights, Cool Touch Handle, Easy to Clean and Store, Perfect for Cooking Breakfast, Grilled Cheese, Tuna Melts and Snacks, Black GPS401B",24.99,12.99,4.20,2.4000000000,OVENTE,Home&Kitchen>Kitchen&Dining
B07MWSP8SG,"e.l.f. Flawless Finish Foundation, Improves Uneven Skin Tone, Lightweight, Medium Coverage & Semi-Matte, Vegan & Cruelty-Free, Beige 0.68 Fl Oz",6.00,5.10,4.30,0.2400000000,Generic,Beauty&PersonalCare>Makeup
B07MWSXPT1,"e.l.f. No Budge Retractable Eyeliner, Creamy, Ultra-Pigmented & Waterproof, Creates Bold & Defined Lines, Vegan & Cruelty-Free, Black 0.006 Oz",5.00,4.00,4.40,0.0237500000,e.l.f.,Beauty&PersonalCare>Makeup
B07MX882J8,"LUMITECO Locking Tire Chuck with Rubber Hose and Standard Tire Valve Fine Thread, Tire Inflator Pump Hose Adapter for Twist On Convert to Lock On Connection",13.99,7.59,4.50,0.1318750000,LUMITECO,Automotive>Tools&Equipment
B07MY7XVB1,"HOPELF 6"" Natural Bamboo Skewers for BBQ，Appetiser，Fruit，Cocktail，Kabob，Chocolate Fountain，Grilling，Barbecue，Kitchen，Crafting and Party. Φ=4mm, More Size Choices 8""/10""/12""/14""/16""/30""(100 PCS)",6.99,4.98,4.70,0.3312500000,HOPELF,Home&Kitchen>Kitchen&Dining
B07MYW7C3Z,"MiiKARE Airplane Travel Essentials Phone Holder, Universal Handsfree Phone Mount for Flying with 360 Degree Rotation, Accessory for Airplane, Travel Must Haves Phone Stand for Desk, Tray Table",17.99,9.89,4.50,0.2112500000,MiiKARE,Electronics>Accessories&Supplies
